dataset = MNIST
model = SortMLPModel(depth=5,width=5120,scalar=True,dropout=0.7,identity_val=10.0)
loss = mixture(lam0=0.1,lam_end=0.001)
p_start = 8.0
p_end = 1000.0
eps_train = 0.3
eps_test = 0.1
eps_smooth = 0.4
epochs = 0,0,100,1450,1500
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 3
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(28, 28), padding=1)
    ToTensor()
    Normalize(mean=[0.1307], std=[0.3081])
)
SortMLPModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=784, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(in_features=5120, out_features=10, bias=True)
  )
)
number of params:  82708491
Epoch 0:  train loss 0.9702   train acc 0.4360   worst 0.0580   lr 0.0200   p 8.00   eps 0.9737   mix 0.1000   time 8.84
Epoch 391:  train loss 0.0196   train acc 0.9960   worst 0.9380   lr 0.0168   p 22.65   eps 0.9737   mix 0.0371   time 27.85
Epoch 392:  train loss 0.0193   train acc 0.9959   worst 0.9373   lr 0.0168   p 22.73   eps 0.9737   mix 0.0369   time 27.72
Epoch 393:  train loss 0.0200   train acc 0.9958   worst 0.9358   lr 0.0168   p 22.81   eps 0.9737   mix 0.0368   time 27.70
Epoch 394:  train loss 0.0198   train acc 0.9960   worst 0.9353   lr 0.0168   p 22.90   eps 0.9737   mix 0.0367   time 27.73
Epoch 395:  train loss 0.0197   train acc 0.9959   worst 0.9356   lr 0.0168   p 22.98   eps 0.9737   mix 0.0366   time 27.97
Epoch 396:  train loss 0.0195   train acc 0.9960   worst 0.9363   lr 0.0168   p 23.06   eps 0.9737   mix 0.0364   time 27.91
Epoch 397:  train loss 0.0198   train acc 0.9958   worst 0.9366   lr 0.0167   p 23.14   eps 0.9737   mix 0.0363   time 27.67
Epoch 398:  train loss 0.0202   train acc 0.9963   worst 0.9340   lr 0.0167   p 23.23   eps 0.9737   mix 0.0362   time 28.03
Epoch 399:  train loss 0.0200   train acc 0.9962   worst 0.9351   lr 0.0167   p 23.31   eps 0.9737   mix 0.0361   time 28.26
Epoch 400:  train loss 0.0199   train acc 0.9958   worst 0.9358   lr 0.0167   p 23.39   eps 0.9737   mix 0.0359   time 27.90
Epoch 401:  train loss 0.0200   train acc 0.9961   worst 0.9355   lr 0.0167   p 23.48   eps 0.9737   mix 0.0358   time 27.82
Epoch 402:  train loss 0.0204   train acc 0.9959   worst 0.9346   lr 0.0167   p 23.56   eps 0.9737   mix 0.0357   time 28.06
Epoch 403:  train loss 0.0193   train acc 0.9962   worst 0.9364   lr 0.0166   p 23.64   eps 0.9737   mix 0.0356   time 27.84
Epoch 404:  train loss 0.0197   train acc 0.9959   worst 0.9364   lr 0.0166   p 23.73   eps 0.9737   mix 0.0355   time 27.72
Epoch 405:  train loss 0.0197   train acc 0.9959   worst 0.9353   lr 0.0166   p 23.81   eps 0.9737   mix 0.0353   time 27.52
Epoch 406:  train loss 0.0202   train acc 0.9955   worst 0.9344   lr 0.0166   p 23.90   eps 0.9737   mix 0.0352   time 27.67
Epoch 407:  train loss 0.0202   train acc 0.9958   worst 0.9344   lr 0.0166   p 23.99   eps 0.9737   mix 0.0351   time 27.61
Epoch 408:  train loss 0.0198   train acc 0.9962   worst 0.9345   lr 0.0166   p 24.07   eps 0.9737   mix 0.0350   time 27.59
Epoch 409:  train loss 0.0197   train acc 0.9961   worst 0.9350   lr 0.0166   p 24.16   eps 0.9737   mix 0.0349   time 27.38
Epoch 410:  train loss 0.0197   train acc 0.9961   worst 0.9351   lr 0.0165   p 24.24   eps 0.9737   mix 0.0347   time 27.32
Epoch 411:  train loss 0.0200   train acc 0.9960   worst 0.9341   lr 0.0165   p 24.33   eps 0.9737   mix 0.0346   time 27.17
Epoch 412:  train loss 0.0193   train acc 0.9959   worst 0.9356   lr 0.0165   p 24.42   eps 0.9737   mix 0.0345   time 27.32
Epoch 413:  train loss 0.0198   train acc 0.9961   worst 0.9346   lr 0.0165   p 24.51   eps 0.9737   mix 0.0344   time 27.32
Epoch 414:  train loss 0.0201   train acc 0.9961   worst 0.9344   lr 0.0165   p 24.59   eps 0.9737   mix 0.0343   time 27.16
Epoch 415:  train loss 0.0198   train acc 0.9960   worst 0.9334   lr 0.0165   p 24.68   eps 0.9737   mix 0.0341   time 27.21
Epoch 416:  train loss 0.0200   train acc 0.9960   worst 0.9340   lr 0.0164   p 24.77   eps 0.9737   mix 0.0340   time 27.18
Epoch 417:  train loss 0.0203   train acc 0.9960   worst 0.9338   lr 0.0164   p 24.86   eps 0.9737   mix 0.0339   time 27.08
Epoch 418:  train loss 0.0201   train acc 0.9958   worst 0.9338   lr 0.0164   p 24.95   eps 0.9737   mix 0.0338   time 27.22
Epoch 419:  train loss 0.0203   train acc 0.9962   worst 0.9343   lr 0.0164   p 25.04   eps 0.9737   mix 0.0337   time 27.20
Epoch 420:  train loss 0.0196   train acc 0.9962   worst 0.9351   lr 0.0164   p 25.13   eps 0.9737   mix 0.0336   time 26.76
Epoch 421:  train loss 0.0198   train acc 0.9959   worst 0.9336   lr 0.0164   p 25.22   eps 0.9737   mix 0.0335   time 27.55
Epoch 422:  train loss 0.0196   train acc 0.9961   worst 0.9340   lr 0.0163   p 25.31   eps 0.9737   mix 0.0333   time 27.07
Epoch 423:  train loss 0.0200   train acc 0.9957   worst 0.9341   lr 0.0163   p 25.40   eps 0.9737   mix 0.0332   time 27.12
Epoch 424:  train loss 0.0201   train acc 0.9958   worst 0.9341   lr 0.0163   p 25.49   eps 0.9737   mix 0.0331   time 26.71
Epoch 425:  train loss 0.0202   train acc 0.9963   worst 0.9333   lr 0.0163   p 25.58   eps 0.9737   mix 0.0330   time 27.32
Epoch 426:  train loss 0.0205   train acc 0.9958   worst 0.9331   lr 0.0163   p 25.67   eps 0.9737   mix 0.0329   time 27.25
Epoch 427:  train loss 0.0205   train acc 0.9957   worst 0.9329   lr 0.0163   p 25.76   eps 0.9737   mix 0.0328   time 27.19
Epoch 428:  train loss 0.0204   train acc 0.9959   worst 0.9338   lr 0.0162   p 25.86   eps 0.9737   mix 0.0327   time 26.90
Epoch 429:  train loss 0.0201   train acc 0.9959   worst 0.9325   lr 0.0162   p 25.95   eps 0.9737   mix 0.0326   time 27.39
Epoch 430:  train loss 0.0201   train acc 0.9960   worst 0.9326   lr 0.0162   p 26.04   eps 0.9737   mix 0.0324   time 27.30
Epoch 431:  train loss 0.0200   train acc 0.9960   worst 0.9343   lr 0.0162   p 26.13   eps 0.9737   mix 0.0323   time 27.21
Epoch 432:  train loss 0.0204   train acc 0.9959   worst 0.9332   lr 0.0162   p 26.23   eps 0.9737   mix 0.0322   time 27.22
Epoch 433:  train loss 0.0201   train acc 0.9958   worst 0.9323   lr 0.0162   p 26.32   eps 0.9737   mix 0.0321   time 27.16
Epoch 434:  train loss 0.0203   train acc 0.9958   worst 0.9327   lr 0.0161   p 26.42   eps 0.9737   mix 0.0320   time 27.20
Epoch 435:  train loss 0.0202   train acc 0.9957   worst 0.9328   lr 0.0161   p 26.51   eps 0.9737   mix 0.0319   time 27.20
Epoch 436:  train loss 0.0204   train acc 0.9956   worst 0.9324   lr 0.0161   p 26.61   eps 0.9737   mix 0.0318   time 27.11
Epoch 437:  train loss 0.0203   train acc 0.9957   worst 0.9330   lr 0.0161   p 26.70   eps 0.9737   mix 0.0317   time 27.25
Epoch 438:  train loss 0.0200   train acc 0.9959   worst 0.9335   lr 0.0161   p 26.80   eps 0.9737   mix 0.0316   time 27.27
Epoch 439:  train loss 0.0205   train acc 0.9960   worst 0.9320   lr 0.0161   p 26.89   eps 0.9737   mix 0.0315   time 27.31
Epoch 440:  train loss 0.0204   train acc 0.9961   worst 0.9326   lr 0.0160   p 26.99   eps 0.9737   mix 0.0314   time 27.24
Epoch 441:  train loss 0.0207   train acc 0.9958   worst 0.9324   lr 0.0160   p 27.09   eps 0.9737   mix 0.0312   time 27.19
Epoch 442:  train loss 0.0201   train acc 0.9962   worst 0.9312   lr 0.0160   p 27.18   eps 0.9737   mix 0.0311   time 27.28
Epoch 443:  train loss 0.0204   train acc 0.9962   worst 0.9319   lr 0.0160   p 27.28   eps 0.9737   mix 0.0310   time 27.15
Epoch 444:  train loss 0.0207   train acc 0.9957   worst 0.9318   lr 0.0160   p 27.38   eps 0.9737   mix 0.0309   time 27.28
Epoch 445:  train loss 0.0203   train acc 0.9956   worst 0.9332   lr 0.0160   p 27.48   eps 0.9737   mix 0.0308   time 26.15
Epoch 446:  train loss 0.0203   train acc 0.9958   worst 0.9318   lr 0.0159   p 27.58   eps 0.9737   mix 0.0307   time 27.53
Epoch 447:  train loss 0.0203   train acc 0.9958   worst 0.9319   lr 0.0159   p 27.67   eps 0.9737   mix 0.0306   time 27.05
Epoch 448:  train loss 0.0205   train acc 0.9959   worst 0.9325   lr 0.0159   p 27.77   eps 0.9737   mix 0.0305   time 27.22
Epoch 449:  train loss 0.0209   train acc 0.9955   worst 0.9306   lr 0.0159   p 27.87   eps 0.9737   mix 0.0304   time 27.26
Epoch 450:  train loss 0.0203   train acc 0.9960   worst 0.9306   lr 0.0159   p 27.97   eps 0.9737   mix 0.0303   time 27.39
Epoch 451:  train loss 0.0203   train acc 0.9958   worst 0.9317   lr 0.0159   p 28.07   eps 0.9737   mix 0.0302   time 27.15
Epoch 452:  train loss 0.0209   train acc 0.9957   worst 0.9305   lr 0.0158   p 28.17   eps 0.9737   mix 0.0301   time 27.28
Epoch 453:  train loss 0.0205   train acc 0.9958   worst 0.9314   lr 0.0158   p 28.27   eps 0.9737   mix 0.0300   time 27.00
Epoch 454:  train loss 0.0206   train acc 0.9956   worst 0.9315   lr 0.0158   p 28.38   eps 0.9737   mix 0.0299   time 27.24
Epoch 455:  train loss 0.0200   train acc 0.9960   worst 0.9325   lr 0.0158   p 28.48   eps 0.9737   mix 0.0298   time 27.62
Epoch 456:  train loss 0.0204   train acc 0.9957   worst 0.9318   lr 0.0158   p 28.58   eps 0.9737   mix 0.0297   time 27.21
Epoch 457:  train loss 0.0205   train acc 0.9959   worst 0.9302   lr 0.0158   p 28.68   eps 0.9737   mix 0.0296   time 27.26
Epoch 458:  train loss 0.0203   train acc 0.9960   worst 0.9312   lr 0.0157   p 28.78   eps 0.9737   mix 0.0295   time 27.31
Epoch 459:  train loss 0.0209   train acc 0.9956   worst 0.9300   lr 0.0157   p 28.89   eps 0.9737   mix 0.0294   time 27.25
Epoch 460:  train loss 0.0206   train acc 0.9962   worst 0.9309   lr 0.0157   p 28.99   eps 0.9737   mix 0.0293   time 27.21
Epoch 461:  train loss 0.0204   train acc 0.9958   worst 0.9309   lr 0.0157   p 29.10   eps 0.9737   mix 0.0292   time 27.11
Epoch 462:  train loss 0.0207   train acc 0.9959   worst 0.9307   lr 0.0157   p 29.20   eps 0.9737   mix 0.0291   time 27.14
Epoch 463:  train loss 0.0203   train acc 0.9958   worst 0.9310   lr 0.0157   p 29.30   eps 0.9737   mix 0.0290   time 27.05
Epoch 464:  train loss 0.0208   train acc 0.9959   worst 0.9293   lr 0.0156   p 29.41   eps 0.9737   mix 0.0289   time 27.15
Epoch 465:  train loss 0.0210   train acc 0.9960   worst 0.9292   lr 0.0156   p 29.51   eps 0.9737   mix 0.0288   time 27.07
Epoch 466:  train loss 0.0202   train acc 0.9958   worst 0.9310   lr 0.0156   p 29.62   eps 0.9737   mix 0.0287   time 27.28
Epoch 467:  train loss 0.0205   train acc 0.9960   worst 0.9299   lr 0.0156   p 29.73   eps 0.9737   mix 0.0286   time 27.35
Epoch 468:  train loss 0.0203   train acc 0.9960   worst 0.9303   lr 0.0156   p 29.83   eps 0.9737   mix 0.0285   time 27.18
Epoch 469:  train loss 0.0209   train acc 0.9961   worst 0.9280   lr 0.0156   p 29.94   eps 0.9737   mix 0.0284   time 27.11
Epoch 470:  train loss 0.0210   train acc 0.9954   worst 0.9299   lr 0.0155   p 30.05   eps 0.9737   mix 0.0283   time 26.70
Epoch 471:  train loss 0.0202   train acc 0.9964   worst 0.9306   lr 0.0155   p 30.15   eps 0.9737   mix 0.0282   time 27.22
Epoch 472:  train loss 0.0206   train acc 0.9957   worst 0.9312   lr 0.0155   p 30.26   eps 0.9737   mix 0.0281   time 27.16
Epoch 473:  train loss 0.0207   train acc 0.9958   worst 0.9293   lr 0.0155   p 30.37   eps 0.9737   mix 0.0280   time 27.31
Epoch 474:  train loss 0.0204   train acc 0.9960   worst 0.9305   lr 0.0155   p 30.48   eps 0.9737   mix 0.0279   time 26.75
Epoch 475:  train loss 0.0207   train acc 0.9958   worst 0.9288   lr 0.0154   p 30.59   eps 0.9737   mix 0.0278   time 28.03
Epoch 476:  train loss 0.0206   train acc 0.9960   worst 0.9302   lr 0.0154   p 30.70   eps 0.9737   mix 0.0277   time 27.30
Epoch 477:  train loss 0.0202   train acc 0.9960   worst 0.9308   lr 0.0154   p 30.81   eps 0.9737   mix 0.0276   time 27.50
Epoch 478:  train loss 0.0206   train acc 0.9960   worst 0.9295   lr 0.0154   p 30.92   eps 0.9737   mix 0.0275   time 26.86
Epoch 479:  train loss 0.0206   train acc 0.9957   worst 0.9302   lr 0.0154   p 31.03   eps 0.9737   mix 0.0274   time 27.11
Epoch 480:  train loss 0.0207   train acc 0.9958   worst 0.9294   lr 0.0154   p 31.14   eps 0.9737   mix 0.0274   time 27.17
Epoch 481:  train loss 0.0208   train acc 0.9957   worst 0.9295   lr 0.0153   p 31.25   eps 0.9737   mix 0.0273   time 27.16
Epoch 482:  train loss 0.0209   train acc 0.9959   worst 0.9285   lr 0.0153   p 31.36   eps 0.9737   mix 0.0272   time 27.03
Epoch 483:  train loss 0.0205   train acc 0.9960   worst 0.9299   lr 0.0153   p 31.48   eps 0.9737   mix 0.0271   time 27.15
Epoch 484:  train loss 0.0203   train acc 0.9961   worst 0.9292   lr 0.0153   p 31.59   eps 0.9737   mix 0.0270   time 27.25
Epoch 485:  train loss 0.0204   train acc 0.9960   worst 0.9276   lr 0.0153   p 31.70   eps 0.9737   mix 0.0269   time 27.27
Epoch 486:  train loss 0.0210   train acc 0.9958   worst 0.9280   lr 0.0153   p 31.82   eps 0.9737   mix 0.0268   time 27.10
Epoch 487:  train loss 0.0213   train acc 0.9958   worst 0.9275   lr 0.0152   p 31.93   eps 0.9737   mix 0.0267   time 27.09
Epoch 488:  train loss 0.0211   train acc 0.9955   worst 0.9286   lr 0.0152   p 32.04   eps 0.9737   mix 0.0266   time 27.21
Epoch 489:  train loss 0.0200   train acc 0.9961   worst 0.9297   lr 0.0152   p 32.16   eps 0.9737   mix 0.0265   time 27.11
Epoch 490:  train loss 0.0212   train acc 0.9960   worst 0.9277   lr 0.0152   p 32.27   eps 0.9737   mix 0.0264   time 26.93
Epoch 491:  train loss 0.0207   train acc 0.9960   worst 0.9291   lr 0.0152   p 32.39   eps 0.9737   mix 0.0263   time 27.37
Epoch 492:  train loss 0.0210   train acc 0.9959   worst 0.9276   lr 0.0151   p 32.51   eps 0.9737   mix 0.0263   time 27.10
Epoch 493:  train loss 0.0210   train acc 0.9959   worst 0.9277   lr 0.0151   p 32.62   eps 0.9737   mix 0.0262   time 26.97
Epoch 494:  train loss 0.0205   train acc 0.9961   worst 0.9287   lr 0.0151   p 32.74   eps 0.9737   mix 0.0261   time 27.39
Epoch 495:  train loss 0.0210   train acc 0.9959   worst 0.9266   lr 0.0151   p 32.86   eps 0.9737   mix 0.0260   time 27.00
Epoch 496:  train loss 0.0206   train acc 0.9960   worst 0.9283   lr 0.0151   p 32.97   eps 0.9737   mix 0.0259   time 27.19
Epoch 497:  train loss 0.0205   train acc 0.9960   worst 0.9296   lr 0.0151   p 33.09   eps 0.9737   mix 0.0258   time 27.22
Epoch 498:  train loss 0.0209   train acc 0.9960   worst 0.9276   lr 0.0150   p 33.21   eps 0.9737   mix 0.0257   time 27.06
Epoch 499:  train loss 0.0212   train acc 0.9956   worst 0.9279   lr 0.0150   p 33.33   eps 0.9737   mix 0.0256   time 26.40
Epoch 500:  train loss 0.0207   train acc 0.9957   worst 0.9289   lr 0.0150   p 33.45   eps 0.9737   mix 0.0256   time 27.77
Epoch 501:  train loss 0.0213   train acc 0.9954   worst 0.9287   lr 0.0150   p 33.57   eps 0.9737   mix 0.0255   time 27.27
Epoch 502:  train loss 0.0208   train acc 0.9958   worst 0.9270   lr 0.0150   p 33.69   eps 0.9737   mix 0.0254   time 27.16
Epoch 503:  train loss 0.0203   train acc 0.9962   worst 0.9285   lr 0.0149   p 33.81   eps 0.9737   mix 0.0253   time 26.31
Epoch 504:  train loss 0.0206   train acc 0.9959   worst 0.9287   lr 0.0149   p 33.93   eps 0.9737   mix 0.0252   time 28.06
Epoch 505:  train loss 0.0208   train acc 0.9956   worst 0.9281   lr 0.0149   p 34.05   eps 0.9737   mix 0.0251   time 27.30
Epoch 506:  train loss 0.0207   train acc 0.9960   worst 0.9276   lr 0.0149   p 34.18   eps 0.9737   mix 0.0250   time 27.23
Epoch 507:  train loss 0.0210   train acc 0.9958   worst 0.9277   lr 0.0149   p 34.30   eps 0.9737   mix 0.0249   time 27.11
Epoch 508:  train loss 0.0208   train acc 0.9962   worst 0.9275   lr 0.0149   p 34.42   eps 0.9737   mix 0.0249   time 27.20
Epoch 509:  train loss 0.0206   train acc 0.9960   worst 0.9284   lr 0.0148   p 34.54   eps 0.9737   mix 0.0248   time 27.18
Epoch 510:  train loss 0.0211   train acc 0.9959   worst 0.9278   lr 0.0148   p 34.67   eps 0.9737   mix 0.0247   time 27.41
Epoch 511:  train loss 0.0207   train acc 0.9961   worst 0.9274   lr 0.0148   p 34.79   eps 0.9737   mix 0.0246   time 27.45
Epoch 512:  train loss 0.0212   train acc 0.9959   worst 0.9257   lr 0.0148   p 34.92   eps 0.9737   mix 0.0245   time 27.19
Epoch 513:  train loss 0.0207   train acc 0.9959   worst 0.9270   lr 0.0148   p 35.04   eps 0.9737   mix 0.0244   time 27.24
Epoch 514:  train loss 0.0209   train acc 0.9958   worst 0.9258   lr 0.0147   p 35.17   eps 0.9737   mix 0.0244   time 27.35
Epoch 515:  train loss 0.0205   train acc 0.9961   worst 0.9273   lr 0.0147   p 35.29   eps 0.9737   mix 0.0243   time 27.26
Epoch 516:  train loss 0.0208   train acc 0.9958   worst 0.9267   lr 0.0147   p 35.42   eps 0.9737   mix 0.0242   time 27.15
Epoch 517:  train loss 0.0214   train acc 0.9960   worst 0.9250   lr 0.0147   p 35.55   eps 0.9737   mix 0.0241   time 27.10
Epoch 518:  train loss 0.0212   train acc 0.9954   worst 0.9256   lr 0.0147   p 35.67   eps 0.9737   mix 0.0240   time 28.01
Epoch 519:  train loss 0.0208   train acc 0.9961   worst 0.9258   lr 0.0147   p 35.80   eps 0.9737   mix 0.0239   time 27.30
Epoch 520:  train loss 0.0206   train acc 0.9962   worst 0.9270   lr 0.0146   p 35.93   eps 0.9737   mix 0.0239   time 27.27
Epoch 521:  train loss 0.0208   train acc 0.9963   worst 0.9267   lr 0.0146   p 36.06   eps 0.9737   mix 0.0238   time 27.19
Epoch 522:  train loss 0.0209   train acc 0.9958   worst 0.9265   lr 0.0146   p 36.19   eps 0.9737   mix 0.0237   time 27.11
Epoch 523:  train loss 0.0208   train acc 0.9959   worst 0.9265   lr 0.0146   p 36.32   eps 0.9737   mix 0.0236   time 27.27
Epoch 524:  train loss 0.0208   train acc 0.9961   worst 0.9270   lr 0.0146   p 36.45   eps 0.9737   mix 0.0235   time 27.05
Epoch 525:  train loss 0.0207   train acc 0.9959   worst 0.9255   lr 0.0145   p 36.58   eps 0.9737   mix 0.0235   time 27.41
Epoch 526:  train loss 0.0209   train acc 0.9958   worst 0.9273   lr 0.0145   p 36.71   eps 0.9737   mix 0.0234   time 27.18
Epoch 527:  train loss 0.0212   train acc 0.9960   worst 0.9254   lr 0.0145   p 36.84   eps 0.9737   mix 0.0233   time 27.57
Epoch 528:  train loss 0.0206   train acc 0.9961   worst 0.9263   lr 0.0145   p 36.97   eps 0.9737   mix 0.0232   time 27.11
Epoch 529:  train loss 0.0207   train acc 0.9959   worst 0.9259   lr 0.0145   p 37.11   eps 0.9737   mix 0.0231   time 27.20
Epoch 530:  train loss 0.0205   train acc 0.9959   worst 0.9270   lr 0.0144   p 37.24   eps 0.9737   mix 0.0231   time 28.08
Epoch 531:  train loss 0.0209   train acc 0.9961   worst 0.9257   lr 0.0144   p 37.37   eps 0.9737   mix 0.0230   time 27.21
Epoch 532:  train loss 0.0209   train acc 0.9960   worst 0.9254   lr 0.0144   p 37.51   eps 0.9737   mix 0.0229   time 27.05
Epoch 533:  train loss 0.0207   train acc 0.9962   worst 0.9260   lr 0.0144   p 37.64   eps 0.9737   mix 0.0228   time 27.18
Epoch 534:  train loss 0.0211   train acc 0.9957   worst 0.9264   lr 0.0144   p 37.78   eps 0.9737   mix 0.0228   time 27.48
Epoch 535:  train loss 0.0211   train acc 0.9956   worst 0.9252   lr 0.0144   p 37.91   eps 0.9737   mix 0.0227   time 27.26
Epoch 536:  train loss 0.0211   train acc 0.9953   worst 0.9256   lr 0.0143   p 38.05   eps 0.9737   mix 0.0226   time 27.04
Epoch 537:  train loss 0.0210   train acc 0.9958   worst 0.9258   lr 0.0143   p 38.18   eps 0.9737   mix 0.0225   time 27.02
Epoch 538:  train loss 0.0210   train acc 0.9957   worst 0.9256   lr 0.0143   p 38.32   eps 0.9737   mix 0.0224   time 27.22
Epoch 539:  train loss 0.0210   train acc 0.9959   worst 0.9257   lr 0.0143   p 38.46   eps 0.9737   mix 0.0224   time 27.46
Epoch 540:  train loss 0.0211   train acc 0.9958   worst 0.9250   lr 0.0143   p 38.59   eps 0.9737   mix 0.0223   time 27.52
Epoch 541:  train loss 0.0206   train acc 0.9961   worst 0.9258   lr 0.0142   p 38.73   eps 0.9737   mix 0.0222   time 27.47
Epoch 542:  train loss 0.0210   train acc 0.9961   worst 0.9248   lr 0.0142   p 38.87   eps 0.9737   mix 0.0221   time 27.34
Epoch 543:  train loss 0.0207   train acc 0.9962   worst 0.9269   lr 0.0142   p 39.01   eps 0.9737   mix 0.0221   time 27.04
Epoch 544:  train loss 0.0209   train acc 0.9957   worst 0.9251   lr 0.0142   p 39.15   eps 0.9737   mix 0.0220   time 27.21
Epoch 545:  train loss 0.0213   train acc 0.9958   worst 0.9245   lr 0.0142   p 39.29   eps 0.9737   mix 0.0219   time 27.26
Epoch 546:  train loss 0.0211   train acc 0.9960   worst 0.9245   lr 0.0141   p 39.43   eps 0.9737   mix 0.0218   time 26.97
Epoch 547:  train loss 0.0209   train acc 0.9961   worst 0.9251   lr 0.0141   p 39.57   eps 0.9737   mix 0.0218   time 27.47
Epoch 548:  train loss 0.0211   train acc 0.9958   worst 0.9241   lr 0.0141   p 39.71   eps 0.9737   mix 0.0217   time 27.12
Epoch 549:  train loss 0.0209   train acc 0.9960   worst 0.9252   lr 0.0141   p 39.86   eps 0.9737   mix 0.0216   time 27.14
Epoch 550:  train loss 0.0213   train acc 0.9961   worst 0.9234   lr 0.0141   p 40.00   eps 0.9737   mix 0.0215   time 27.04
Epoch 551:  train loss 0.0210   train acc 0.9958   worst 0.9241   lr 0.0140   p 40.14   eps 0.9737   mix 0.0215   time 28.05
Epoch 552:  train loss 0.0215   train acc 0.9959   worst 0.9230   lr 0.0140   p 40.29   eps 0.9737   mix 0.0214   time 27.36
Epoch 553:  train loss 0.0205   train acc 0.9962   worst 0.9260   lr 0.0140   p 40.43   eps 0.9737   mix 0.0213   time 27.19
Epoch 554:  train loss 0.0210   train acc 0.9959   worst 0.9250   lr 0.0140   p 40.58   eps 0.9737   mix 0.0213   time 27.22
Epoch 555:  train loss 0.0210   train acc 0.9959   worst 0.9237   lr 0.0140   p 40.72   eps 0.9737   mix 0.0212   time 27.20
Epoch 556:  train loss 0.0217   train acc 0.9960   worst 0.9237   lr 0.0140   p 40.87   eps 0.9737   mix 0.0211   time 27.17
Epoch 557:  train loss 0.0209   train acc 0.9958   worst 0.9257   lr 0.0139   p 41.01   eps 0.9737   mix 0.0210   time 27.39
Epoch 558:  train loss 0.0210   train acc 0.9962   worst 0.9242   lr 0.0139   p 41.16   eps 0.9737   mix 0.0210   time 27.04
Epoch 559:  train loss 0.0210   train acc 0.9961   worst 0.9244   lr 0.0139   p 41.31   eps 0.9737   mix 0.0209   time 27.27
Epoch 560:  train loss 0.0208   train acc 0.9963   worst 0.9237   lr 0.0139   p 41.46   eps 0.9737   mix 0.0208   time 27.15
Epoch 561:  train loss 0.0209   train acc 0.9956   worst 0.9244   lr 0.0139   p 41.61   eps 0.9737   mix 0.0208   time 27.22
Epoch 562:  train loss 0.0211   train acc 0.9959   worst 0.9225   lr 0.0138   p 41.75   eps 0.9737   mix 0.0207   time 27.00
Epoch 563:  train loss 0.0209   train acc 0.9961   worst 0.9244   lr 0.0138   p 41.90   eps 0.9737   mix 0.0206   time 27.44
Epoch 564:  train loss 0.0212   train acc 0.9958   worst 0.9233   lr 0.0138   p 42.05   eps 0.9737   mix 0.0205   time 27.66
Epoch 565:  train loss 0.0205   train acc 0.9961   worst 0.9246   lr 0.0138   p 42.20   eps 0.9737   mix 0.0205   time 27.69
Epoch 566:  train loss 0.0210   train acc 0.9959   worst 0.9234   lr 0.0138   p 42.36   eps 0.9737   mix 0.0204   time 27.65
Epoch 567:  train loss 0.0208   train acc 0.9959   worst 0.9247   lr 0.0137   p 42.51   eps 0.9737   mix 0.0203   time 27.95
Epoch 568:  train loss 0.0209   train acc 0.9958   worst 0.9225   lr 0.0137   p 42.66   eps 0.9737   mix 0.0203   time 27.71
Epoch 569:  train loss 0.0209   train acc 0.9961   worst 0.9239   lr 0.0137   p 42.81   eps 0.9737   mix 0.0202   time 27.53
Epoch 570:  train loss 0.0210   train acc 0.9957   worst 0.9262   lr 0.0137   p 42.97   eps 0.9737   mix 0.0201   time 27.40
Epoch 571:  train loss 0.0211   train acc 0.9956   worst 0.9235   lr 0.0137   p 43.12   eps 0.9737   mix 0.0201   time 27.66
Epoch 572:  train loss 0.0208   train acc 0.9957   worst 0.9247   lr 0.0136   p 43.27   eps 0.9737   mix 0.0200   time 27.74
Epoch 573:  train loss 0.0206   train acc 0.9959   worst 0.9244   lr 0.0136   p 43.43   eps 0.9737   mix 0.0199   time 28.03
Epoch 574:  train loss 0.0206   train acc 0.9960   worst 0.9243   lr 0.0136   p 43.59   eps 0.9737   mix 0.0199   time 28.04
Epoch 575:  train loss 0.0206   train acc 0.9961   worst 0.9245   lr 0.0136   p 43.74   eps 0.9737   mix 0.0198   time 28.08
Epoch 576:  train loss 0.0211   train acc 0.9958   worst 0.9243   lr 0.0136   p 43.90   eps 0.9737   mix 0.0197   time 27.72
Epoch 577:  train loss 0.0210   train acc 0.9961   worst 0.9230   lr 0.0135   p 44.06   eps 0.9737   mix 0.0196   time 27.47
Epoch 578:  train loss 0.0215   train acc 0.9960   worst 0.9217   lr 0.0135   p 44.21   eps 0.9737   mix 0.0196   time 27.52
Epoch 579:  train loss 0.0211   train acc 0.9957   worst 0.9234   lr 0.0135   p 44.37   eps 0.9737   mix 0.0195   time 27.64
